System #,Sample,Depth (m),Notes,ObjectId,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
8,DM-BV-25,37.1,,24,5716c07d-4297-4ccf-8314-266f29aecc97,9/21/2023 6:13:12 AM,Claude.Spencer_UWA,9/21/2023 6:13:12 AM,Claude.Spencer_UWA,116.994874999796,-20.314861666732
1,DM-BV-46,33.9,,25,4daa80bc-4446-485f-8184-e800ee6ecc4d,9/22/2023 11:32:05 PM,Claude.Spencer_UWA,9/22/2023 11:32:05 PM,Claude.Spencer_UWA,117.037208333037,-20.3191883330144
2,DM-BV-49,35.7,,26,359d19ac-b6c1-418a-bebb-4982debe2977,9/22/2023 11:35:37 PM,Claude.Spencer_UWA,9/22/2023 11:35:37 PM,Claude.Spencer_UWA,117.034549999821,-20.3127466668059
3,DM-BV-56,36.0,,27,02c6142f-6bb9-4c70-949b-aa36d9be9fb0,9/22/2023 11:42:22 PM,Claude.Spencer_UWA,9/22/2023 11:56:55 PM,Claude.Spencer_UWA,117.046666666816,-20.3082766663271
4,DM-BV-50,35.7,,28,04754b43-70a0-45d6-8c39-0b068759be85,9/22/2023 11:46:58 PM,Claude.Spencer_UWA,9/22/2023 11:57:13 PM,Claude.Spencer_UWA,117.052330000303,-20.305873333748
5,DM-BV-47,35.7,,29,95a55853-79d7-49c3-83f4-bfef95cc5f43,9/22/2023 11:51:37 PM,Claude.Spencer_UWA,9/22/2023 11:51:37 PM,Claude.Spencer_UWA,117.051543333033,-20.3118099995839
6,DM-BV-39,35.7,Backwards cam didn’t take photos,30,d1704b6e-1418-4a4c-82d3-2839ca7c4511,9/23/2023 12:00:44 AM,Claude.Spencer_UWA,9/23/2023 1:10:13 AM,Claude.Spencer_UWA,117.068565000007,-20.3057200000113
7,DM-BV-41,34.9,,31,eba4e5fc-0338-4f98-8fb7-142bf03dd60b,9/23/2023 12:07:10 AM,Claude.Spencer_UWA,9/23/2023 12:07:10 AM,Claude.Spencer_UWA,117.078988333708,-20.3133983329933
8,DM-BV-40,34.2,,32,47cf86d7-22a3-483a-bbb2-8ccc872809ff,9/23/2023 12:15:08 AM,Claude.Spencer_UWA,9/23/2023 12:15:08 AM,Claude.Spencer_UWA,117.059180000196,-20.3170816665366
1,DM-BV-53,31.5,,33,345ece45-2fd1-4562-aec4-4917518deeed,9/23/2023 1:34:35 AM,Claude.Spencer_UWA,9/23/2023 1:34:35 AM,Claude.Spencer_UWA,117.051636667092,-20.3366216667615
2,DM-BV-48,31.6,,34,32cc1a02-b47b-41f9-a49d-7e5f6b05741b,9/23/2023 1:37:53 AM,Claude.Spencer_UWA,9/23/2023 1:37:53 AM,Claude.Spencer_UWA,117.055328333278,-20.3370483335602
3,DM-BV-45,32.1,,35,587bf77f-8b50-4775-9fa5-a037eb44968b,9/23/2023 1:43:31 AM,Claude.Spencer_UWA,9/23/2023 1:43:31 AM,Claude.Spencer_UWA,117.066371666223,-20.3387200003021
4,DM-BV-44,31.0,,36,ce9ce5f3-0bad-4361-a862-c5c3bd066841,9/23/2023 1:47:29 AM,Claude.Spencer_UWA,9/23/2023 1:47:29 AM,Claude.Spencer_UWA,117.062821667052,-20.3429866668666
6,DM-BV-42,32.3,,37,d156a0c7-f72c-4de0-ae8f-722c5b219d31,9/23/2023 1:58:53 AM,Claude.Spencer_UWA,9/23/2023 1:58:53 AM,Claude.Spencer_UWA,117.095266666344,-20.3343750003216
6,DM-BV-55,32.7,,38,58f1da49-7aa7-4932-82d4-e496cf921086,9/23/2023 2:07:46 AM,Claude.Spencer_UWA,9/23/2023 2:07:46 AM,Claude.Spencer_UWA,117.080365000084,-20.3310299998144
7,DM-BV-52,34.2,,39,e7b1dbf4-7fa8-4c4c-918f-c06e33625d70,9/23/2023 2:12:26 AM,Claude.Spencer_UWA,9/23/2023 2:12:26 AM,Claude.Spencer_UWA,117.087161666999,-20.3227566663881
8,DM-BV-26,36.5,,40,218fb383-ca04-4452-98c5-a20ec089d4ba,9/23/2023 2:22:24 AM,Claude.Spencer_UWA,9/23/2023 2:22:24 AM,Claude.Spencer_UWA,117.106611667035,-20.3028183333978
01,DM-BV-29,30.5,,41,b06c4183-eb06-43a7-8ced-92413ba2ebcd,9/23/2023 4:00:54 AM,Claude.Spencer_UWA,9/23/2023 4:00:54 AM,Claude.Spencer_UWA,117.10636166679,-20.3743533334731
2,DM-BV-2I,34.1,Not exact spot as GPS went down,42,73385af3-695c-4ff4-9f47-7170ef644d79,9/23/2023 4:11:56 AM,Claude.Spencer_UWA,9/23/2023 4:12:24 AM,Claude.Spencer_UWA,117.088398485448,-20.3711189260451
3,DM-BV-35,31.0,,43,6b3d20ec-7791-42fd-84b7-7642e7f551ad,9/23/2023 4:19:12 AM,Claude.Spencer_UWA,9/23/2023 5:19:36 AM,Claude.Spencer_UWA,117.078850000341,-20.3589949996855
04,DM-BV-43,30.8,,44,7dc0aa1f-e176-4776-ab35-6a9698b83aea,9/23/2023 4:23:39 AM,Claude.Spencer_UWA,9/23/2023 4:23:39 AM,Claude.Spencer_UWA,117.08075833372,-20.3517316667229
5,DM-BV-38,31.7,,45,4d3f7bf5-48b5-41f0-85c4-91b58375215f,9/23/2023 4:29:20 AM,Claude.Spencer_UWA,9/23/2023 4:29:20 AM,Claude.Spencer_UWA,117.091045000429,-20.3498899999444
06,DM-BV-34,31.8,,46,8d7c6205-83e4-491f-8289-cb38795e7143,9/23/2023 4:33:43 AM,Claude.Spencer_UWA,9/23/2023 4:33:43 AM,Claude.Spencer_UWA,117.099471666714,-20.3509366667475
7,DM-BV-31,31.2,,47,2cfcbc62-022d-4396-a010-1551a5334332,9/23/2023 4:37:35 AM,Claude.Spencer_UWA,9/23/2023 4:37:35 AM,Claude.Spencer_UWA,117.096761666894,-20.3543783330443
8,DM-BV-32,29.7,,48,cf8beb24-633f-4bfd-9eaa-65d107362a22,9/23/2023 4:43:01 AM,Claude.Spencer_UWA,9/23/2023 4:43:01 AM,Claude.Spencer_UWA,117.097559999687,-20.3648466666978
1,DM-BV-37,30.7,,49,dc130d0e-237a-499f-ac7e-71df5ea5821c,9/23/2023 11:12:02 PM,Claude.Spencer_UWA,9/23/2023 11:12:02 PM,Claude.Spencer_UWA,117.077291666766,-20.372943332933
2,DM-BV-27,30.4,,50,d3e489fa-deb6-488b-99b6-e6eeaf051398,9/23/2023 11:16:55 PM,Claude.Spencer_UWA,9/23/2023 11:16:55 PM,Claude.Spencer_UWA,117.068848333139,-20.3717666668736
3,DM-BV-54,31.5,,51,7b57a74b-811f-44d8-b7df-089f9d005b83,9/23/2023 11:23:06 PM,Claude.Spencer_UWA,9/23/2023 11:23:06 PM,Claude.Spencer_UWA,117.054919999574,-20.3675816663929
4,DM-BV-33,33.7,,52,c0767928-b907-4c04-a6a3-9e2a778ee716,9/23/2023 11:31:07 PM,Claude.Spencer_UWA,9/23/2023 11:31:07 PM,Claude.Spencer_UWA,117.040033333383,-20.3611850003825
5,DM-BV-57,32.9,,53,72d514c3-7003-4ff4-b541-1d5bc72329a8,9/23/2023 11:37:19 PM,Claude.Spencer_UWA,9/23/2023 11:37:19 PM,Claude.Spencer_UWA,117.050489999972,-20.3577050003583
6,DM-BV-36,31.4,,54,d4583189-0cd6-4572-ba4c-16ac49cb9869,9/23/2023 11:43:58 PM,Claude.Spencer_UWA,9/23/2023 11:43:58 PM,Claude.Spencer_UWA,117.062259999912,-20.3569350001284
7,DM-BV-30,31.3,,55,33863e95-7fd0-4822-96cb-eaba45a6711c,9/23/2023 11:50:18 PM,Claude.Spencer_UWA,9/23/2023 11:50:18 PM,Claude.Spencer_UWA,117.069796666618,-20.3647883331685
8,DM-BV-C1,30.4,,56,57fbd2c7-7206-43e9-bae4-a2db067352c4,9/23/2023 11:58:45 PM,Claude.Spencer_UWA,9/23/2023 11:58:45 PM,Claude.Spencer_UWA,117.088311666869,-20.364480000358
1,DM-BV-90,31.5,,57,aca7569e-82fe-4dde-ab23-675685e5b318,9/24/2023 1:38:55 AM,Claude.Spencer_UWA,9/24/2023 1:38:55 AM,Claude.Spencer_UWA,117.186013333689,-20.3429750003641
2,DM-BV-78,33.6,,58,a741d289-3fc2-417c-a022-7c7b5b3dc0b3,9/24/2023 1:48:33 AM,Claude.Spencer_UWA,9/24/2023 1:48:33 AM,Claude.Spencer_UWA,117.178935000017,-20.3187733332887
3,DM-BV-82,32.5,,59,9af2cffd-fdba-45f3-ab7e-9024e3f4ba5e,9/24/2023 1:59:14 AM,Claude.Spencer_UWA,9/24/2023 1:59:14 AM,Claude.Spencer_UWA,117.207343333342,-20.3266633334952
4,DM-BV-81,32.3,,60,15da428d-7d90-4158-a194-db0e9037c33b,9/24/2023 2:03:56 AM,Claude.Spencer_UWA,9/24/2023 2:03:56 AM,Claude.Spencer_UWA,117.214041667072,-20.3315699998083
5,DM-BV-89,31.4,Shark on surface at retrieval ,61,5407637d-559a-4164-b9cc-f7414c82face,9/24/2023 2:13:08 AM,Claude.Spencer_UWA,9/24/2023 3:27:18 AM,Claude.Spencer_UWA,117.237628333533,-20.3305583330453
6,DM-BV-85,31.8,,62,04885f00-b149-4b99-a053-f0e717c384c1,9/24/2023 2:19:07 AM,Claude.Spencer_UWA,9/24/2023 2:19:07 AM,Claude.Spencer_UWA,117.225721666601,-20.3352716669174
7,DM-BV-97,32.0,,63,b4780a9b-ed4a-49ea-9d9e-c8e068acfc8e,9/24/2023 2:22:56 AM,Claude.Spencer_UWA,9/24/2023 2:22:56 AM,Claude.Spencer_UWA,117.221091666981,-20.3408533331466
8,DM-BV-86,28.7,GPS down point in wrong spot,64,c21e9bf3-6fc8-43aa-8ef4-fc3187409fac,9/24/2023 2:33:55 AM,Claude.Spencer_UWA,9/24/2023 2:34:13 AM,Claude.Spencer_UWA,117.210155988141,-20.3651727827734
1,DM-BV-92,24.7,,65,273f3652-8737-49d1-8cb2-081fc3fbd4b1,9/24/2023 4:04:09 AM,Claude.Spencer_UWA,9/24/2023 4:04:09 AM,Claude.Spencer_UWA,117.205725000391,-20.4209799996958
2,DM-BV-95,19.8,,66,831e5368-2756-4338-afac-caeb2057b33e,9/24/2023 4:12:54 AM,Claude.Spencer_UWA,9/24/2023 4:12:54 AM,Claude.Spencer_UWA,117.231074999568,-20.430319999939
3,DM-BV-87,20.4,,67,094e7f8f-ddf2-40c5-b17c-0f764e86f9e7,9/24/2023 4:18:38 AM,Claude.Spencer_UWA,9/24/2023 4:18:38 AM,Claude.Spencer_UWA,117.246198333209,-20.4323183335743
4,DM-BV-91,18.6,,68,6c92a918-8694-489a-8031-dee95d9a33df,9/24/2023 4:26:27 AM,Claude.Spencer_UWA,9/24/2023 4:26:27 AM,Claude.Spencer_UWA,117.240161667076,-20.4501766668256
5,DM-BV-88,17.6,,69,afd7ea5d-f7b1-4253-889b-a0f3ea9e978b,9/24/2023 4:34:39 AM,Claude.Spencer_UWA,9/24/2023 4:40:30 AM,Claude.Spencer_UWA,117.220025000226,-20.4541883334865
6,DM-BV-84,21.1,,70,9c14de13-8610-43b2-beba-bf9f27915420,9/24/2023 4:43:13 AM,Claude.Spencer_UWA,9/24/2023 4:43:13 AM,Claude.Spencer_UWA,117.206774999804,-20.4398800003882
7,DM-BV-96,21.8,,71,ec2b4694-5c56-442c-8744-05b35674cb66,9/24/2023 4:50:31 AM,Claude.Spencer_UWA,9/24/2023 4:50:31 AM,Claude.Spencer_UWA,117.191576666719,-20.4379933336852
8,DM-BV-77,24.3,,72,08d92f2c-eae7-4b80-ac19-0fe121a3b79a,9/24/2023 4:57:54 AM,Claude.Spencer_UWA,9/24/2023 4:57:54 AM,Claude.Spencer_UWA,117.19526333378,-20.4242866665823
1,DM-BV-69,29.5,,73,494f8e80-4b0b-464b-8032-3488ed915403,9/24/2023 6:30:09 AM,Claude.Spencer_UWA,9/24/2023 6:30:09 AM,Claude.Spencer_UWA,117.1413999999,-20.3815483335914
2,DM-BV-65,29.9,,74,649475d1-9bdc-48b9-ba3e-b01e1cf9bca2,9/24/2023 6:34:14 AM,Claude.Spencer_UWA,9/24/2023 6:34:14 AM,Claude.Spencer_UWA,117.135803333084,-20.3807683330518
3,DM-BV-73,21.0,,75,fba91889-b148-46df-aefd-05f5c567d7db,9/24/2023 6:39:23 AM,Claude.Spencer_UWA,9/24/2023 6:39:23 AM,Claude.Spencer_UWA,117.1280316671,-20.3750266667983
4,DM-BV-63,29.9,,76,f083e81c-a3e0-4b5b-be4d-91e5755f1488,9/24/2023 6:45:02 AM,Claude.Spencer_UWA,9/24/2023 6:45:02 AM,Claude.Spencer_UWA,117.12375666641,-20.3652016665008
5,DM-BV-59,30.9,,77,5f59489d-ea1f-4534-a76d-144085104bdc,9/24/2023 6:50:01 AM,Claude.Spencer_UWA,9/24/2023 6:50:01 AM,Claude.Spencer_UWA,117.135078333361,-20.3666550002247
6,DM-BV-70,32.7,,78,ce5223f2-e3c4-444f-aa53-0ddcfae701d3,9/24/2023 6:55:45 AM,Claude.Spencer_UWA,9/24/2023 6:55:45 AM,Claude.Spencer_UWA,117.139713333004,-20.3533700000517
7,DM-BV-74,31.4,,79,cc239ad9-3f26-4945-afaf-57a4a4c14ea6,9/24/2023 6:59:19 AM,Claude.Spencer_UWA,9/24/2023 6:59:19 AM,Claude.Spencer_UWA,117.146631666842,-20.3575850003235
8,DM-BV-72,29.2,,80,e012e7e0-8d77-470c-9dd8-4f36700d04c7,9/24/2023 7:10:17 AM,Claude.Spencer_UWA,9/24/2023 7:10:17 AM,Claude.Spencer_UWA,117.160548333087,-20.3882949995849
1,DM-BV-61,26.1,,81,3d33f640-e68c-4786-8578-bbeb8bfb236c,9/26/2023 11:33:20 PM,Claude.Spencer_UWA,9/26/2023 11:33:20 PM,Claude.Spencer_UWA,117.154483333192,-20.4112733329653
2,DM-BV-68,28.5,,82,61d5847e-7d5b-40b0-b00c-71cb5c401721,9/26/2023 11:41:42 PM,Claude.Spencer_UWA,9/26/2023 11:41:42 PM,Claude.Spencer_UWA,117.170656666246,-20.3992816668986
3,DM-BV-64,29.3,,83,aee0919d-cb6a-4ad8-997a-362f3cced59b,9/26/2023 11:45:32 PM,Claude.Spencer_UWA,9/26/2023 11:45:32 PM,Claude.Spencer_UWA,117.168381666619,-20.3944166668539
4,DM-BV-76,29.0,,84,cb858f3a-f879-4e73-81e0-b8d6dd6bb16e,9/26/2023 11:56:21 PM,Claude.Spencer_UWA,9/26/2023 11:56:21 PM,Claude.Spencer_UWA,117.189958333768,-20.3892299998769
5,DM-BV-93,30.2,,85,2d6f8b62-854e-4258-9996-5d1132029f81,9/27/2023 12:11:23 AM,Claude.Spencer_UWA,9/27/2023 12:11:23 AM,Claude.Spencer_UWA,117.220281666869,-20.3725116670673
6,DM-BV-83,28.6,,86,4b29b783-5009-48d3-a25d-f37a87989e9b,9/27/2023 12:22:31 AM,Claude.Spencer_UWA,9/27/2023 12:22:31 AM,Claude.Spencer_UWA,117.229045000164,-20.392455000225
7,DM-BV-80,28.2,39 off on retrieve. 39 and 40 in wrong housings for this drop only.,87,5781efc4-d8d7-4879-af3d-53f379627f62,9/27/2023 12:34:36 AM,Claude.Spencer_UWA,9/27/2023 2:45:19 AM,Claude.Spencer_UWA,117.204186666908,-20.3996000001785
8,DM-BV-79,25.5,,88,0d9a258a-0644-4553-b897-8cc427f898c9,9/27/2023 12:47:02 AM,Claude.Spencer_UWA,9/27/2023 12:47:02 AM,Claude.Spencer_UWA,117.170666666292,-20.4127033334227
1,DM-BV-60,24.0,,89,32c4a415-5a17-4a62-bdbe-59983aa4d1fa,9/27/2023 2:11:42 AM,Claude.Spencer_UWA,9/27/2023 2:11:42 AM,Claude.Spencer_UWA,117.172439999951,-20.4272250002355
2,DM-BV-58,19.2,,90,18fe1c13-7976-42b5-86bf-1e9bbaeadd88,9/27/2023 2:17:09 AM,Claude.Spencer_UWA,9/27/2023 2:17:09 AM,Claude.Spencer_UWA,117.180038333307,-20.4330100003797
3,DM-BV-71,23.0,,91,49563afc-ce32-4302-8e27-265f8ed10a16,9/27/2023 2:21:24 AM,Claude.Spencer_UWA,9/27/2023 2:21:24 AM,Claude.Spencer_UWA,117.170786666841,-20.4366250001237
4,DM-BV-62,22.4,,92,9f359a00-a7c1-40d1-9026-c4ec84ce0f17,9/27/2023 2:29:28 AM,Claude.Spencer_UWA,9/27/2023 2:29:28 AM,Claude.Spencer_UWA,117.180985000411,-20.4472816664511
5,DM-BV-C2,22.0,,93,8992643f-ab17-4c5c-be7b-ae1b37e07e1c,9/27/2023 2:41:18 AM,Claude.Spencer_UWA,9/27/2023 2:41:18 AM,Claude.Spencer_UWA,117.19986999966,-20.4413849999216
6,DM-BV-C3,21.7,,94,599abf35-78f4-45e3-b19b-59d0b4efdcbd,9/27/2023 2:48:49 AM,Claude.Spencer_UWA,9/27/2023 2:48:49 AM,Claude.Spencer_UWA,117.213834999759,-20.4358216666154
7,DM-BV-C4,25.4,Shipwreck,95,c65ed53c-b534-4714-b872-84aa0eca4066,9/27/2023 2:59:42 AM,Claude.Spencer_UWA,9/27/2023 2:59:42 AM,Claude.Spencer_UWA,117.213204999572,-20.4296549997624
8,DM-BV-C5,20.2,,96,c10dee61-6ae6-43f1-b4d8-9c81944e21d6,9/27/2023 3:06:53 AM,Claude.Spencer_UWA,9/27/2023 3:06:53 AM,Claude.Spencer_UWA,117.198665000436,-20.4318733332646
1,DM-BV-C6,19.9,,97,ebed4657-f9f0-47cc-b5ee-0a04cd0559e8,9/27/2023 4:35:00 AM,Claude.Spencer_UWA,9/27/2023 4:35:00 AM,Claude.Spencer_UWA,117.243958333743,-20.4412800001974
2,DM-BV-C7,21.9,,98,0c8bd076-0e8d-4053-a54e-3acd8239546a,9/27/2023 4:40:01 AM,Claude.Spencer_UWA,9/27/2023 4:40:01 AM,Claude.Spencer_UWA,117.239665000234,-20.4339450002351
3,DM-BV-C8,22.5,,99,f12b82e3-b502-4c78-9cf9-a866b9f1f35c,9/27/2023 4:46:49 AM,Claude.Spencer_UWA,9/27/2023 4:46:49 AM,Claude.Spencer_UWA,117.247550000369,-20.4265700002407
4,DM-BV-C9,24.7,,100,5489d6c1-e4dd-4885-96cc-54b28e5b211b,9/27/2023 4:53:46 AM,Claude.Spencer_UWA,9/27/2023 4:53:46 AM,Claude.Spencer_UWA,117.258485000083,-20.4190483330169
5,DM-BV-P1,22.9,,101,6918ca9d-7a13-47b9-80a2-74f5730b6e00,9/27/2023 4:59:48 AM,Claude.Spencer_UWA,9/27/2023 4:59:48 AM,Claude.Spencer_UWA,117.267370000302,-20.4119099998137
6,DM-BV-P2,22.9,,102,cfb0c4b0-0f98-423b-a7b8-4a71a4e76061,9/27/2023 5:06:04 AM,Claude.Spencer_UWA,9/27/2023 5:06:04 AM,Claude.Spencer_UWA,117.271285000244,-20.4214866664231
7,DM-BV-P3,23.1,,103,4c8f2432-8cb6-411a-b0fa-02ec0ca4f0a7,9/27/2023 5:12:24 AM,Claude.Spencer_UWA,9/27/2023 5:12:24 AM,Claude.Spencer_UWA,117.273578333587,-20.430180000318
8,DM-BV-P4,20.8,,104,839498c2-5ff8-48dc-b300-8f92c6ea9cb4,9/27/2023 5:16:56 AM,Claude.Spencer_UWA,9/27/2023 5:16:56 AM,Claude.Spencer_UWA,117.279821667033,-20.4352866664323
